file_name,class_dependencies,direct_instantiations,static_method_calls,static_variable_usage,interface_implementations,constructor_injections,setter_injections,global_variable_references,cbo_label
Example578.java,6,2,2,0,1,2,2,1,0
Example579.java,4,1,1,3,0,0,2,1,1
Example580.java,9,2,3,0,0,2,1,0,0
Example581.java,4,1,1,1,2,1,1,1,0
Example582.java,9,4,3,3,2,1,1,0,0
Example583.java,3,4,1,0,2,1,2,0,1
Example584.java,7,4,2,3,0,0,1,0,1
Example585.java,2,4,3,0,1,2,2,2,0
Example586.java,1,0,0,2,1,1,2,0,0
Example587.java,3,1,4,3,0,2,1,2,1
Example588.java,6,0,3,2,2,0,1,0,0
Example589.java,7,0,3,3,1,1,0,1,1
Example590.java,3,4,3,1,0,2,1,1,0
Example591.java,7,4,2,0,2,0,0,1,0
Example592.java,7,4,0,1,1,2,1,2,0
Example593.java,5,4,2,3,0,1,1,0,0
Example594.java,3,4,3,0,2,1,1,1,0
Example595.java,6,0,1,3,2,1,0,0,0
Example596.java,5,2,3,0,2,0,0,2,0
Example597.java,8,1,1,1,2,0,0,1,0
Example598.java,3,2,0,2,0,0,1,0,0
Example599.java,1,0,1,2,2,1,1,1,1
Example600.java,4,3,3,0,1,2,1,0,1
Example601.java,1,2,0,3,0,0,2,1,0
Example602.java,8,0,4,1,1,2,2,0,1
Example603.java,2,3,3,1,2,0,1,1,0
Example604.java,2,1,2,2,2,1,1,0,0
Example605.java,1,3,3,2,0,0,2,0,0
Example606.java,2,4,1,2,2,2,0,0,0
Example607.java,2,3,4,3,2,0,0,1,1
Example608.java,4,4,2,2,2,1,0,1,1
Example609.java,3,2,1,3,0,1,2,1,0
Example610.java,3,3,4,3,1,0,1,2,1
Example611.java,6,3,0,3,1,0,0,0,1
Example612.java,8,0,0,3,1,0,2,2,1
Example613.java,8,1,2,2,2,0,1,1,1
Example614.java,8,3,3,3,1,2,0,1,0
Example615.java,4,2,4,2,1,2,2,2,0
Example616.java,7,2,4,1,2,2,2,2,0
Example617.java,1,3,1,0,1,2,1,1,1
Example618.java,2,3,1,0,2,0,0,0,0
Example619.java,1,0,0,3,0,0,0,2,1
Example620.java,8,4,1,1,1,2,2,1,0
Example621.java,1,4,2,2,0,2,2,2,1
Example622.java,3,3,3,2,1,1,0,2,0
Example623.java,5,3,1,2,1,1,2,2,0
Example624.java,5,1,3,3,0,2,0,0,0
Example625.java,6,1,3,3,1,1,2,0,0
Example626.java,3,2,4,0,0,0,0,0,1
Example627.java,7,2,0,1,1,0,0,0,0
Example628.java,8,0,0,1,1,2,2,1,0
Example629.java,1,2,3,2,1,1,2,1,0
Example630.java,4,1,0,1,0,0,0,2,1
Example631.java,5,3,0,1,2,0,1,2,0
Example632.java,2,4,3,2,0,1,2,1,0
Example633.java,7,4,4,3,1,2,1,2,0
Example634.java,7,0,3,1,1,2,2,0,0
Example635.java,9,2,3,3,2,2,2,1,0
Example636.java,1,4,4,1,0,2,2,1,1
Example637.java,3,3,1,2,0,2,1,1,0
Example638.java,9,1,1,0,1,0,1,0,0
Example639.java,1,0,3,3,0,2,0,1,0
Example640.java,1,4,3,3,0,2,0,2,1
Example641.java,6,3,0,0,1,2,1,1,1
Example642.java,9,4,2,3,1,1,0,0,1
Example643.java,8,3,1,0,2,1,1,0,1
Example644.java,9,4,1,0,1,0,2,1,1
Example645.java,4,0,3,0,0,2,1,0,0
Example646.java,5,1,2,1,0,0,2,0,1
Example647.java,7,1,3,3,0,2,0,2,1
Example648.java,4,4,4,3,2,0,1,1,0
Example649.java,1,4,0,1,0,2,2,0,0
Example650.java,4,1,1,1,2,2,1,2,1
Example651.java,8,4,3,2,2,1,0,2,0
Example652.java,3,0,3,3,1,1,0,1,1
Example653.java,1,4,4,1,1,1,1,2,1
Example654.java,2,1,4,0,0,2,2,1,1
Example655.java,1,4,2,0,0,2,2,0,1
Example656.java,2,4,1,3,2,0,0,0,0
Example657.java,8,1,0,1,1,2,1,2,1
Example658.java,1,4,3,2,0,1,0,1,1
Example659.java,6,1,1,2,2,1,1,1,1
Example660.java,3,2,2,1,0,1,1,1,1
Example661.java,1,1,0,3,1,1,0,1,1
Example662.java,6,4,3,1,2,1,2,2,1
Example663.java,2,0,0,0,0,2,2,2,1
Example664.java,3,2,4,0,0,0,2,0,0
Example665.java,8,0,1,2,1,2,2,2,0
Example666.java,2,4,2,2,2,0,1,1,1
Example667.java,6,3,2,2,0,1,2,2,0
Example668.java,7,2,1,2,0,0,2,0,1
Example669.java,6,1,4,2,2,0,0,2,0
Example670.java,4,1,4,0,2,0,0,2,0
Example671.java,2,3,4,0,1,1,1,0,0
Example672.java,8,0,4,0,1,0,2,2,0
Example673.java,3,0,1,1,1,0,0,1,1
Example674.java,3,1,4,0,1,0,1,2,0
Example675.java,3,1,1,3,0,0,2,1,1
Example676.java,2,4,1,1,1,0,2,0,0
Example677.java,1,1,3,3,0,2,2,0,0
Example678.java,1,2,4,3,0,1,2,0,1
Example679.java,8,2,0,1,1,1,0,0,1
Example680.java,8,4,3,1,2,0,2,1,0
Example681.java,6,3,3,0,1,1,2,2,1
Example682.java,9,2,1,2,1,1,2,2,1
Example683.java,2,2,0,2,0,0,2,2,1
Example684.java,8,0,0,0,1,0,0,2,0
Example685.java,1,1,1,2,0,2,2,1,0
Example686.java,7,2,1,1,0,2,1,1,0
Example687.java,1,0,3,1,0,1,2,1,1
Example688.java,2,3,3,1,0,1,0,1,0
Example689.java,8,0,1,1,1,2,2,0,1
Example690.java,7,3,0,1,1,0,0,0,1
Example691.java,9,2,2,3,2,0,2,0,0
Example692.java,1,0,3,1,1,2,1,2,0
Example693.java,6,3,1,3,1,1,1,1,0
Example694.java,8,2,4,3,0,1,1,0,0
Example695.java,3,1,0,1,0,2,0,2,0
Example696.java,2,4,2,0,1,0,0,1,0
Example697.java,1,0,1,1,1,1,2,0,0
Example698.java,9,4,3,1,0,0,0,0,1
Example699.java,8,2,2,2,2,0,2,1,0
Example700.java,6,4,4,2,1,2,2,2,0
Example701.java,3,2,0,2,2,2,2,0,1
Example702.java,5,1,2,3,0,2,0,2,0
Example703.java,7,1,2,3,0,2,1,0,1
Example704.java,2,1,4,1,2,1,0,0,0
Example705.java,1,2,1,3,0,0,2,0,1
Example706.java,1,2,0,0,0,0,2,0,0
Example707.java,9,3,1,2,2,2,2,2,1
Example708.java,1,0,0,3,0,0,1,1,0
Example709.java,8,4,4,0,0,0,1,0,0
Example710.java,1,0,3,0,1,2,1,2,1
Example711.java,3,4,1,2,2,0,0,1,0
Example712.java,1,0,3,0,1,1,2,2,0
Example713.java,4,3,0,0,1,0,2,1,0
Example714.java,1,3,3,3,1,2,2,1,0
Example715.java,9,4,0,0,0,2,0,0,1
Example716.java,7,3,0,1,0,1,0,2,0
Example717.java,9,3,3,3,2,0,2,0,0
Example718.java,5,0,3,2,1,1,2,2,0
Example719.java,7,1,2,2,0,2,0,0,1
Example720.java,4,0,0,2,1,0,0,1,0
Example721.java,1,2,3,0,2,2,1,1,0
Example722.java,3,1,4,1,0,1,0,2,1
Example723.java,8,2,0,3,2,2,2,1,1
Example724.java,6,4,2,2,2,2,2,0,0
Example725.java,7,4,2,2,2,1,2,1,0
Example726.java,2,2,3,3,1,2,0,1,0
Example727.java,4,4,3,3,1,2,2,1,1
Example728.java,9,3,4,0,1,2,1,1,1
Example729.java,3,1,3,1,2,0,1,1,0
Example730.java,6,1,0,1,1,0,1,0,0
Example731.java,5,4,4,0,1,0,0,2,0
Example732.java,9,1,4,3,0,1,1,1,0
Example733.java,1,1,4,0,0,2,2,1,1
Example734.java,8,3,2,0,0,2,2,2,1
Example735.java,9,0,2,0,1,1,2,2,0
Example736.java,2,1,4,3,1,0,0,0,0
Example737.java,2,3,3,1,0,0,2,2,1
Example738.java,9,2,3,1,0,0,0,2,0
Example739.java,9,4,2,3,0,2,0,1,1
Example740.java,7,2,0,1,2,1,0,1,1
Example741.java,9,4,0,3,0,1,0,0,1
Example742.java,5,4,3,0,0,2,2,2,1
Example743.java,5,0,1,2,1,2,0,0,0
Example744.java,5,1,1,1,2,2,0,0,1
Example745.java,6,2,1,2,0,1,0,1,1
Example746.java,7,2,0,0,1,1,0,0,0
Example747.java,4,0,0,2,1,2,2,2,0
Example748.java,1,3,1,3,0,2,1,0,0
Example749.java,1,3,0,1,1,0,1,0,0
Example750.java,4,0,0,2,2,0,0,1,0
Example751.java,6,1,1,2,1,2,0,0,0
Example752.java,1,2,4,2,2,0,1,1,1
Example753.java,5,3,3,0,0,2,0,1,1
Example754.java,5,0,4,2,2,2,0,2,0
Example755.java,2,0,2,1,1,1,1,1,1
Example756.java,2,0,4,3,0,1,1,0,1
Example757.java,7,3,1,3,1,2,2,2,0
Example758.java,6,3,4,3,1,1,1,0,0
Example759.java,3,1,2,3,0,0,2,1,0
Example760.java,2,3,4,2,1,2,2,1,1
Example761.java,7,2,4,0,1,1,1,2,1
Example762.java,5,0,1,3,0,0,1,0,0
Example763.java,1,1,1,0,1,2,2,1,0
Example764.java,5,0,4,2,0,2,1,2,0
Example765.java,1,4,1,2,2,2,2,0,0
Example766.java,9,4,3,2,2,1,0,1,0
Example767.java,9,0,4,1,1,2,0,0,0
Example768.java,1,1,0,2,2,0,2,1,1
Example769.java,4,2,4,1,0,2,0,1,0
Example770.java,7,1,1,0,2,2,2,2,1
Example771.java,9,1,4,3,0,0,2,0,0
Example772.java,3,0,0,3,1,1,0,1,1
Example773.java,1,0,4,0,0,2,0,0,1
Example774.java,9,4,0,3,1,0,2,0,1
Example775.java,8,1,3,0,1,1,1,1,0
Example776.java,2,3,4,0,0,0,2,2,0
Example777.java,8,4,4,2,0,1,2,2,0
Example778.java,5,2,1,2,2,2,0,1,0
Example779.java,4,3,1,3,1,0,1,1,0
Example780.java,7,3,0,0,0,2,1,1,0
Example781.java,7,1,1,1,0,1,0,1,0
Example782.java,9,0,1,3,1,2,2,0,0
Example783.java,5,3,4,3,0,2,0,0,0
Example784.java,9,4,3,3,1,2,2,2,1
Example785.java,6,2,0,3,1,0,1,0,0
Example786.java,9,0,3,0,1,1,1,1,1
Example787.java,5,0,0,3,1,0,0,1,0
Example788.java,3,3,3,0,0,1,2,0,0
Example789.java,9,1,1,1,1,2,0,2,1
Example790.java,7,2,2,3,0,2,1,0,0
Example791.java,9,4,0,3,2,0,2,1,0
Example792.java,2,4,0,3,2,2,0,0,1
Example793.java,8,4,3,0,1,1,1,0,0
Example794.java,8,2,0,1,0,0,1,1,1
Example795.java,6,2,1,2,2,0,1,2,1
Example796.java,5,2,4,0,1,2,0,2,0
Example797.java,2,3,4,2,0,0,1,2,0
Example798.java,7,0,2,2,1,0,1,1,0
Example799.java,1,0,0,3,0,1,1,1,1
Example800.java,1,1,1,0,1,2,2,0,1
Example801.java,3,4,0,3,1,2,1,0,1
Example802.java,6,0,4,2,1,0,0,2,0
Example803.java,9,4,0,3,1,0,1,1,0
Example804.java,3,3,3,0,1,1,0,2,0
Example805.java,2,3,3,1,0,2,0,2,0
Example806.java,1,1,1,2,0,2,0,0,1
Example807.java,8,2,1,1,0,2,1,0,0
Example808.java,7,3,2,1,0,0,1,0,0
Example809.java,6,3,4,0,0,0,2,2,1
Example810.java,7,4,3,1,0,1,2,1,0
Example811.java,8,0,4,3,1,1,2,0,1
Example812.java,9,1,2,0,2,0,1,0,0
Example813.java,9,1,2,1,1,2,0,2,1
Example814.java,5,3,1,3,2,2,1,1,0
Example815.java,8,2,3,0,0,0,0,0,1
Example816.java,8,4,0,1,0,2,0,1,0
Example817.java,1,0,1,1,0,2,0,0,1
Example818.java,4,4,4,1,1,1,1,0,1
Example819.java,5,2,0,0,0,0,1,0,0
Example820.java,8,3,0,3,1,2,2,0,1
Example821.java,6,4,1,1,2,0,2,2,0
Example822.java,1,1,0,0,0,0,0,1,0
Example823.java,6,1,1,3,1,2,0,0,1
Example824.java,7,4,3,2,0,0,2,0,0
Example825.java,1,4,4,2,0,1,1,1,1
Example826.java,1,2,2,2,0,1,1,1,0
Example827.java,1,3,3,3,2,0,0,1,1
Example828.java,7,4,0,3,0,1,2,0,1
Example829.java,8,2,0,3,0,2,0,1,1
Example830.java,7,3,3,3,0,0,1,2,0
Example831.java,6,2,2,2,1,2,1,0,1
Example832.java,8,2,0,2,1,1,0,2,0
Example833.java,2,1,3,0,2,2,1,1,1
Example834.java,8,1,0,1,2,0,2,2,1
Example835.java,4,2,3,1,1,2,2,2,1
Example836.java,2,1,2,0,0,0,0,1,1
Example837.java,2,1,2,2,2,2,1,2,0
Example838.java,6,4,2,0,1,0,1,1,0
Example839.java,7,0,3,1,2,1,2,2,1
Example840.java,6,1,3,1,2,2,0,1,0
Example841.java,2,1,1,0,1,0,0,2,1
Example842.java,3,4,4,1,2,1,2,0,1
Example843.java,3,3,4,2,2,0,0,2,0
Example844.java,8,3,0,0,1,0,1,2,0
Example845.java,7,1,1,3,2,1,1,0,1
Example846.java,3,0,3,3,1,1,0,1,0
Example847.java,6,0,1,2,0,1,0,2,0
Example848.java,8,3,2,1,2,1,2,1,0
Example849.java,9,0,1,0,2,1,0,2,0
Example850.java,8,0,3,3,0,1,2,1,1
Example851.java,3,1,2,2,1,0,2,1,1
Example852.java,3,4,3,2,1,1,0,2,0
Example853.java,4,2,4,2,2,1,2,2,1
Example854.java,1,1,3,3,2,1,1,2,1
Example855.java,9,2,3,3,2,1,1,1,0
Example856.java,9,0,2,3,2,2,2,0,1
Example857.java,3,0,1,2,0,1,0,1,1
Example858.java,8,4,4,3,2,1,0,2,0
Example859.java,5,4,0,2,2,2,1,0,1
Example860.java,3,2,1,3,2,1,2,2,1
Example861.java,3,3,0,0,0,0,1,1,1
Example862.java,3,2,1,3,1,1,1,0,0
Example863.java,5,3,0,1,1,0,1,0,1
Example864.java,3,2,2,0,2,2,0,1,1
Example865.java,1,4,1,2,0,2,0,1,0
Example866.java,3,4,3,1,0,0,2,0,0
Example867.java,3,3,0,0,1,2,2,0,0
Example868.java,5,0,1,2,1,0,0,0,0
Example869.java,5,0,3,1,0,2,1,1,0
Example870.java,1,0,4,0,1,0,0,1,1
Example871.java,7,0,3,1,1,1,0,2,0
Example872.java,9,4,1,3,0,2,0,2,1
Example873.java,5,2,0,3,2,1,1,2,0
Example874.java,9,2,2,1,1,1,1,2,0
Example875.java,7,1,2,0,0,0,2,2,1
Example876.java,3,2,3,2,1,2,1,0,1
Example877.java,3,2,4,0,0,0,1,0,1
Example878.java,7,2,2,1,1,2,1,1,0
Example879.java,2,1,3,0,2,0,0,0,0
Example880.java,8,4,4,3,2,2,0,1,1
Example881.java,6,1,3,0,0,2,1,2,0
Example882.java,9,1,0,1,0,0,0,1,1
Example883.java,4,4,3,3,1,2,0,2,0
Example884.java,6,0,0,1,2,2,0,2,1
Example885.java,6,0,1,2,0,2,0,2,0
Example886.java,3,0,1,3,2,1,2,1,1
Example887.java,5,2,3,3,2,0,2,2,1
Example888.java,4,2,1,0,2,2,2,0,0
Example889.java,8,4,1,2,1,2,1,2,0
Example890.java,8,1,3,3,2,0,1,0,0
Example891.java,4,4,1,1,1,2,2,0,1
Example892.java,1,3,4,1,0,2,1,2,1
Example893.java,8,3,2,0,1,2,2,1,1
Example894.java,4,4,1,1,0,2,0,0,0
Example895.java,8,0,4,1,0,1,1,1,0
Example896.java,2,4,4,0,0,0,1,0,0
Example897.java,7,4,0,2,1,2,1,2,1
Example898.java,6,3,1,1,0,0,1,0,0
Example899.java,1,0,1,3,0,1,0,0,0
Example900.java,8,4,1,0,0,2,0,1,1
Example901.java,5,1,0,1,2,1,0,2,0
Example902.java,9,0,4,0,1,2,0,0,0
Example903.java,8,2,0,3,0,1,0,2,1
Example904.java,9,2,0,2,0,2,0,2,0
Example905.java,3,3,3,1,0,0,1,2,0
Example906.java,1,3,1,3,2,0,2,2,1
Example907.java,3,0,1,0,2,1,1,0,0
Example908.java,2,0,2,1,0,1,2,1,1
Example909.java,1,0,4,3,2,1,0,1,1
Example910.java,2,2,0,3,1,1,1,0,0
Example911.java,5,1,1,0,2,2,0,0,1
Example912.java,7,2,0,0,0,0,2,2,1
Example913.java,8,2,1,1,2,0,1,1,1
Example914.java,5,4,2,3,2,0,1,2,0
Example915.java,4,2,0,3,0,2,0,2,1
Example916.java,7,0,4,2,1,0,1,0,1
Example917.java,3,4,2,0,0,0,2,0,1
Example918.java,5,3,4,3,0,1,2,0,0
Example919.java,5,0,3,1,0,1,0,2,1
Example920.java,3,0,4,3,1,2,0,2,1
Example921.java,3,1,3,2,1,0,0,0,1
Example922.java,4,2,0,3,0,1,1,0,0
Example923.java,8,0,0,3,0,2,0,1,0
Example924.java,6,1,1,3,2,0,2,1,1
Example925.java,9,3,1,2,0,1,2,0,0
Example926.java,2,2,0,3,1,1,0,2,1
Example927.java,8,2,0,3,0,0,2,1,0
Example928.java,2,3,3,2,1,2,2,1,0
Example929.java,1,1,3,0,2,1,0,1,0
Example930.java,7,2,1,2,0,0,2,2,0
Example931.java,4,3,1,3,2,2,1,1,1
Example932.java,9,3,2,2,1,0,0,0,1
Example933.java,9,1,0,2,2,0,2,2,0
Example934.java,8,4,2,2,1,2,0,0,0
Example935.java,1,0,2,3,1,0,2,1,0
Example936.java,3,4,4,0,2,1,1,2,0
Example937.java,8,1,4,1,1,2,1,2,1
Example938.java,2,0,4,0,0,2,2,0,1
Example939.java,6,4,1,3,1,2,0,0,1
Example940.java,3,3,0,3,2,1,0,1,0
Example941.java,2,0,2,3,2,2,1,1,1
Example942.java,6,4,3,3,1,2,1,1,0
Example943.java,6,4,2,3,0,0,1,1,0
Example944.java,9,1,1,2,2,2,1,1,0
Example945.java,2,0,0,1,1,2,1,1,0
Example946.java,6,3,0,2,0,2,2,1,1
Example947.java,7,1,3,3,0,0,2,0,1
Example948.java,3,0,2,3,1,0,0,0,0
Example949.java,9,3,1,1,2,2,1,2,1
Example950.java,3,1,3,3,0,1,1,2,0
Example951.java,5,0,0,0,1,2,1,0,0
Example952.java,3,1,2,1,2,0,1,0,1
Example953.java,7,0,2,1,1,2,2,0,0
Example954.java,8,0,2,1,0,0,2,0,0
Example955.java,4,4,3,3,2,2,2,1,1
Example956.java,2,3,1,1,2,0,0,2,0
Example957.java,7,3,0,1,2,0,1,1,1
Example958.java,2,1,2,1,2,1,0,1,0
Example959.java,9,0,2,1,1,1,0,2,0
Example960.java,5,2,0,3,2,0,0,2,1
Example961.java,7,4,4,3,2,1,1,0,0
Example962.java,3,1,1,3,0,0,1,0,1
Example963.java,9,4,2,3,1,0,0,0,1
Example964.java,3,1,1,0,1,1,0,0,0
Example965.java,5,1,4,2,1,1,0,1,0
Example966.java,7,0,0,0,2,0,0,1,0
Example967.java,2,2,2,2,1,0,2,0,1
Example968.java,5,0,0,0,1,0,1,2,0
Example969.java,8,1,3,2,2,0,1,0,1
Example970.java,8,3,2,3,1,0,2,0,0
Example971.java,7,3,3,1,0,0,2,1,1
Example972.java,2,1,1,1,1,2,1,0,1
Example973.java,4,4,3,3,2,1,1,0,0
Example974.java,6,3,2,0,1,2,1,1,0
Example975.java,1,2,2,1,2,0,2,2,1
Example976.java,9,0,4,3,1,2,2,2,0
Example977.java,2,3,0,0,2,2,0,1,1
Example978.java,9,3,3,0,1,2,1,0,0
Example979.java,3,1,3,1,2,2,2,2,0
Example980.java,1,1,4,1,1,1,0,2,0
Example981.java,1,4,3,3,2,2,1,2,0
Example982.java,8,0,0,2,1,1,2,1,1
Example983.java,9,2,3,1,1,0,2,1,0
Example984.java,7,0,4,3,2,0,2,0,0
Example985.java,3,2,0,2,1,1,0,1,0
Example986.java,6,3,4,0,2,1,1,0,0
Example987.java,7,4,2,0,2,2,1,0,1
Example988.java,9,3,2,3,1,2,1,1,1
Example989.java,4,3,3,1,2,2,2,0,1
Example990.java,5,3,3,1,1,2,0,2,1
Example991.java,1,0,2,1,1,0,2,1,1
Example992.java,7,3,0,2,1,2,0,0,1
Example993.java,7,0,2,3,1,2,1,1,0
Example994.java,6,0,1,2,1,1,1,1,0
Example995.java,7,3,3,2,0,1,0,2,1
Example996.java,9,0,2,3,2,0,0,2,0
Example997.java,5,0,3,2,1,0,0,2,1
Example998.java,2,1,2,3,2,0,1,0,1
Example999.java,8,3,1,0,0,2,2,1,1
Example1000.java,2,3,2,0,1,2,1,1,0
